uuid,name,value
bb4461fc-3201-41ee-bd98-aad76557737d,,
36ffbe4e-7cae-4fbb-abb1-094163b95aa7,FN,02076528899
a068674a-cb1d-4b8e-a56d-8067fb510d21,,
f2336e36-f6d2-4d58-8bac-7a23f0ed7ab7,DNI,27656720-O
8d61e87e-5ad5-4599-99f7-85f41c1f89a8,HETU,NaNNA531undefined
92102496-de72-46eb-93fe-b89e814298bf,DNI,72973670-M
031253f3-16c4-48b6-a7b9-c23bedd535c5,CPR,250645-2010
1cfd9dc4-72f8-49f4-a466-99814d137c40,,
9bc9565f-08f1-41f1-a956-d2ea0155b933,,
ea65481e-98ea-4bb4-b978-51ca688c15ba,SSN,951-18-0056
55a11e06-f66a-4594-98f8-b1df313b10e6,DNI,91348978-P
2f965867-bbd7-4e19-b0ef-87869a0fc6bf,AVS,756.7637.3768.66
3a26e832-2d49-45e8-9ce1-48c9343ac15b,HETU,NaNNA919undefined
9a09b0f9-b7c2-45b9-876c-b357ab6562a0,,
b6af7ae3-3350-4212-9d1b-4b30e93f73f9,PPS,4571477T
67265257-7a55-4c81-a86a-3674b5328695,SSN,826-85-9581
f07cd10d-ec8c-4dd8-8d12-2c636e9a093a,,
a753c1af-e2cb-4b99-bc98-b71792572121,INSEE,1NNaN37891735 44
21c945d5-3b10-4e38-a7d4-364525745624,PPS,7295494T
b875c3ae-85f0-4880-98da-02c026235ee7,,
8a27d527-0dd2-4de0-9693-8fdc28bddd12,AVS,756.9323.9213.90
6367ed41-8456-491e-b8f2-261dcfc7cd04,PPS,9049534T
35d1f2dd-de76-43df-ac0f-650779818734,DNI,37696732-G
d36ed197-9ad3-43f4-a825-445af7b533de,,
7d0a3d05-7c13-4bba-ad1b-087630b707c2,,
d0fd44df-73d6-4bee-ad27-8fee1e0d7e40,CPR,110169-5979
ba7a37b2-c13d-467f-a4b3-bfd7f06b74dd,BSN,06775127
e802bc68-c42b-4a39-a117-d524ce9224ff,,
dd838e8f-b164-4bea-b733-dd25ec5543d6,TFN,101454430
8aa4a509-6c12-4a81-ac55-1f1e23923959,,
cd97a7aa-1418-4186-8d30-4e35f9755d49,DNI,82441863-P
35297870-6b66-4d17-8e22-0406e53eed88,HETU,NaNNA517undefined
1556e43b-b89e-43ba-9226-0d2f39e6b4b8,NINO,SP 95 49 04 D
3a22f522-d1e3-45e2-8bbb-b2ef8d643850,HETU,NaNNA448undefined
a6a4248b-3275-49e8-ab79-79c79087ad79,NINO,CP 85 86 47 T
1586719a-dba4-4f72-99ed-e933a9d4970a,,
b93ef541-9fd5-47b0-9662-46e4d92b5153,,
15d53b05-a00f-4aed-810b-a753527693a2,INSEE,1NNaN88403645 37
dc4eee66-6016-494f-a719-cb64929fa34e,NINO,TE 78 54 24 F
9ef02ab7-c27b-4126-b831-74473f0c4d88,,
bdb4b4fc-ae40-4117-a3de-c59bfa3eb3ef,PPS,1556800T
a6376eb1-cc75-4ebe-b6d4-22942dd22acc,NINO,ME 12 03 54 A
0c1b6f6a-d999-4988-866b-d98e2ebbe0cf,CPR,250962-2406
de25f9f3-1716-4a17-9f6e-5f172f012941,TFN,843365757
cfe7333f-d68d-4f1d-895a-b3d7b337837f,HETU,NaNNA035undefined
208921b0-92a3-49ab-9dae-d553b1996d34,TFN,042761147
30290479-f968-4053-b09a-0d49774066f8,,
fb571cfb-4233-490e-82e6-6c075fb12783,TFN,453185168
d3258710-9074-47b9-9bfe-578da91b868a,,
f7303b85-f14c-47aa-9035-ca0eae9e78b0,INSEE,1NNaN52801874 85
dc993a71-6375-4361-8082-ea0c1857676e,SSN,574-51-2661
0d914557-117f-4678-a449-e235bdc1c2b6,,
dbf394c5-5780-4316-b6a4-0cfd2f4b23a6,NINO,MN 49 94 63 B
f7dc7ae4-d294-4047-bf30-6760cdf8cdc1,NINO,CP 83 80 16 A
fc7eb435-ba6c-45f3-84be-dacd721acdcf,,
86f2db18-9a37-4100-8b22-8050a401acd1,,
f95555ee-f0cc-4ec7-8746-f79b8e5d5c20,TFN,973780826
51dc454b-bc79-40da-94bb-dd49a362b458,AVS,756.2517.4849.60
597901ab-4bfe-40a9-a502-0c1bb67cf4ec,,
fc05ff2d-9588-4143-85d1-9fec8e406878,,
f0ba2ea3-ebf1-4fe4-9061-9da463e66075,INSEE,1NNaN99511776 40
c39e2c7a-4bc7-4880-a236-59948b75af04,CPR,150178-4686
394c72c9-41c3-4bd6-916b-3ae75669e525,FN,17057044136
5749f5fb-2853-4b4d-899d-52a2cef07893,INSEE,2NNaN00725728 47
f1c1685d-19cc-42a6-9055-965a54517a05,HETU,NaNNA731undefined
ed70e60f-c278-49a7-9df8-eb7f7fe9a11c,BSN,73832916
320b8087-0d88-4e98-972b-b42c4fbf1c03,INSEE,1NNaN57174212 47
74912d61-d42b-49b1-8d34-7233f8a4b0ef,PPS,7468344T
00232f09-9d2d-4707-a5cd-4c8b2f70d172,DNI,64738069-T
f58c1886-565f-40fe-93b9-cc3eb8ddf76b,SSN,742-72-8703
56594c90-ddf7-476e-be54-4cc306bc2998,,
44169eb1-4acb-4eb2-a956-1c1b3a427499,SSN,868-57-5924
72c6cf80-c0cb-42b8-9381-47e9b58cf108,TFN,025278896
f62bca21-af83-43db-9925-0f7023b521f3,BSN,66101763
ee7fba3c-492f-44b4-8a81-8cdb2e6838ba,CPR,070564-7480
6319ec57-d9e3-46ed-a694-14c88d1be0e2,INSEE,1NNaN19479599 30
fafb1a50-fbc1-45e4-8568-cf3359ebe354,CPR,221197-6877
8fde5e88-e63c-46af-930d-2e9ffb1142ac,TFN,046443296
cdbc54fc-d7fd-4048-bc46-bc0284270915,SSN,691-42-1966
7808e57d-9f5e-42a7-aa8c-bae4639689be,CPR,310566-7657
87d78c30-f773-4699-8eeb-cf735b79510c,FN,07096123722
fdcc86d8-8bdc-4100-ab6b-979e247ea900,AVS,756.7578.0387.26
c613580a-0500-4ff9-8f11-1dc9933c3948,DNI,44968573-F
93e185f2-bc1e-4e5d-b4ef-6fa957e3e568,,
1eaf184d-6675-4f65-891d-2bcaf87bd412,,
4e2344b8-d06f-43bd-bc12-7d034576595d,DNI,75190548-K
d34e9ba2-0c98-4464-861d-834ddfe49c3a,AVS,756.8314.9025.42
b122f28b-44f5-490a-977f-a6ff3414babe,,
b9ce28d5-14de-4298-898f-96a89300ea5d,,
c928ba83-12f3-472c-bfef-0e8f997f77f3,AVS,756.5320.9366.50
eb40937a-4399-4bb0-b35c-92317fb7354c,SSN,079-44-9474
f785ee75-b4c6-4148-912b-369d9141ebcd,,
9e06acea-7bdc-4a9b-b42c-e24b684c9a8e,CPR,130268-1478
d4279074-685b-4e65-ad93-d100442e5578,,
b4bbb8a2-c8bd-462e-9fab-f93017fb6f90,,
f84a5197-15f7-474b-99d1-106740cecd71,,
8b3bde92-a994-4c56-9e18-c74890d02d5d,,
04966da0-a3a6-44c0-b493-bdf91c965b1a,PPS,6140358T
f4e2f525-d2a8-4292-8467-d664e34cad70,HETU,NaNNA650undefined
be583a88-19f3-40a3-92f3-d070559c6896,TFN,402499105
5111e0cd-6e8f-4f05-87e6-79e38f4250f3,,
c1df3b4d-9fca-4da4-b30a-cc221f9cd273,FN,02124834158
6aa47f52-34b1-46b4-8bf7-0c41e7c4df75,CPR,111047-8045
